GARE;CODE_LIGNE;RG_TRONCON;PK;IDGAIA;X_L93;Y_L93;X_WGS84;Y_WGS84;C_GEO;Geo Point;Geo Shape
Pezou;550000;1;165+682;51edf8ea-6665-11e3-afff-01f464e0362d;560875.4597000033;6753425.9932;1.139065267185512;47.86647321638696;47.86647321638696, 1.1390652671855115;47.86647321637568, 1.13906526718551;"{""coordinates"": [1.13906526718551, 47.86647321637568], ""type"": ""Point""}"
La Verrière;420000;1;032+452;cef662e6-dfb5-11e3-8eff-01a464e0362d;622133.3104000017;6851022.9717999995;1.940807509240655;48.754616234762715;48.754616234762715, 1.9408075092406554;48.75461623474013, 1.9408075092406545;"{""coordinates"": [1.940807509240654, 48.75461623474013], ""type"": ""Point""}"
Salbris;590000;2;176+146;51e84e60-6665-11e3-afff-01f464e0362d;627823.0863000005;6706021.488299999;2.042121037799159;47.450607970511214;47.450607970511214, 2.042121037799159;47.450607970498716, 2.0421210377991588;"{""coordinates"": [2.042121037799159, 47.450607970498716], ""type"": ""Point""}"
Buchères-Verrières;838000;1;174+950;51eda7a4-6665-11e3-afff-01f464e0362d;784052.9042000026;6793046.394900002;4.132024850005555;48.23234100274941;48.23234100274941, 4.132024850005555;48.23234100273918, 4.132024850005556;"{""coordinates"": [4.132024850005556, 48.23234100273918], ""type"": ""Point""}"
Persan-Beaumont;329000;1;050+352;51e86c22-6665-11e3-afff-01f464e0362d;651611.8874000013;6895328.962099999;2.336707096175357;49.155901153723285;49.155901153723285, 2.3367070961753567;49.15590115370272, 2.336707096175356;"{""coordinates"": [2.336707096175356, 49.15590115370272], ""type"": ""Point""}"
Aire-sur-l'Adour;652000;1;176+227;51e88fe6-6665-11e3-afff-01f464e0362d;436928.94569999725;6298115.8191;-0.265577319046639;43.733103039233285;43.733103039233285, -0.2655773190466391;43.733103039210356, -0.2655773190466411;"{""coordinates"": [-0.265577319046641, 43.733103039210356], ""type"": ""Point""}"
St-Aignan-Noyers;593000;1;256+593;51e756cc-6665-11e3-afff-01f464e0362d;576161.9616999999;6689829.903499998;1.361128068024635;47.29722118684422;47.29722118684422, 1.361128068024635;47.29722118683125, 1.361128068024634;"{""coordinates"": [1.361128068024634, 47.29722118683125], ""type"": ""Point""}"
Fos-Viguerat;935902;1;012+685;51e928d0-6665-11e3-afff-01f464e0362d;848892.1908000037;6262965.081799999;4.8387953476987;43.45018437330469;43.45018437330469, 4.8387953476987;43.45018437328106, 4.838795347698701;"{""coordinates"": [4.838795347698701, 43.45018437328106], ""type"": ""Point""}"
Gaillon-Aubevoye;340000;1;091+980;51e2d77a-6665-11e3-afff-01f464e0362d;580851.0292999968;6897841.219700001;1.366215956677194;49.16923252952172;49.16923252952172, 1.3662159566771943;49.16923252950122, 1.3662159566771932;"{""coordinates"": [1.366215956677193, 49.16923252950122], ""type"": ""Point""}"
Le Petit-Thérain;329000;1;066+076;51ee970c-6665-11e3-afff-01f464e0362d;660618.3730000034;6906356.316;2.459126198483718;49.255653868647826;49.255653868647826, 2.459126198483718;49.25565386862775, 2.4591261984837174;"{""coordinates"": [2.459126198483717, 49.25565386862775], ""type"": ""Point""}"
Limay;334000;1;055+120;51ea012a-6665-11e3-afff-01f464e0362d;607378.8518000022;6876765.3939;1.734528067641449;48.984142391262665;48.984142391262665, 1.7345280676414494;48.98414239124126, 1.7345280676414483;"{""coordinates"": [1.734528067641448, 48.98414239124126], ""type"": ""Point""}"
Châtel-Censoir;753000;1;209+684;51e0ea0e-6665-11e3-afff-01f464e0362d;747750.4289000034;6716074.9706000015;3.634798706984003;47.54331851426996;47.54331851426996, 3.634798706984003;47.543318514257734, 3.6347987069840038;"{""coordinates"": [3.634798706984004, 47.543318514257734], ""type"": ""Point""}"
Le Mans;451300;1;000+880;51ed1d74-6665-11e3-afff-01f464e0362d;489791.3794;6767443.5253;0.182223126191117;47.97362149295585;47.97362149295585, 0.18222312619111686;47.97362149294487, 0.18222312619111447;"{""coordinates"": [0.182223126191114, 47.97362149294487], ""type"": ""Point""}"
Autun;761000;1;018+611;51e340f2-6665-11e3-afff-01f464e0362d;799861.4518999979;6654967.444200002;4.313955306327705;46.98744658923514;46.98744658923514, 4.3139553063277045;46.987446589221285, 4.313955306327705;"{""coordinates"": [4.313955306327705, 46.987446589221285], ""type"": ""Point""}"
La Madeleine;278000;1;004+675;51e783c6-6665-11e3-afff-01f464e0362d;708195.7981999964;7062770.528000001;3.115712197929387;50.661770703480165;50.661770703480165, 3.115712197929387;50.6617707034666, 3.115712197929387;"{""coordinates"": [3.115712197929387, 50.6617707034666], ""type"": ""Point""}"
Louviers;376000;1;113+602;51e2f8a2-6665-11e3-afff-01f464e0362d;567197.8726999983;6903904.4549;1.177146419537004;49.221043401038166;49.221043401038166, 1.1771464195370043;49.221043401017944, 1.1771464195370025;"{""coordinates"": [1.177146419537002, 49.221043401017944], ""type"": ""Point""}"
Vulaines-sur-Seine-Samoreau;746000;1;076+436;51ece366-6665-11e3-afff-01f464e0362d;682124.4882000014;6812597.386300001;2.758431187320305;48.41341854769493;48.41341854769493, 2.7584311873203045;48.413418547670574, 2.7584311873203045;"{""coordinates"": [2.758431187320304, 48.413418547670574], ""type"": ""Point""}"
St-Gilles-du-Gard;820000;1;018+020;51edb0b4-6665-11e3-afff-01f464e0362d;814680.2967000008;6286673.545200001;4.421659310509111;43.66980842973159;43.66980842973159, 4.421659310509111;43.6698084297085, 4.421659310509112;"{""coordinates"": [4.421659310509112, 43.6698084297085], ""type"": ""Point""}"
La Boissière;476000;1;674+878;cef11820-dfb5-11e3-8eff-01a464e0362d;184373.56440000236;6778841.241500001;-3.910451039111068;47.90677060362185;47.90677060362185, -3.9104510391110683;47.90677060361069, -3.910451039111074;"{""coordinates"": [-3.910451039111074, 47.90677060361069], ""type"": ""Point""}"
Chevry;891000;1;165+426;51e6c784-6665-11e3-afff-01f464e0362d;933789.3874000013;6579887.891600002;6.036919262182022;46.27840948364035;46.27840948364035, 6.036919262182022;46.2784094836244, 6.036919262182024;"{""coordinates"": [6.036919262182024, 46.2784094836244], ""type"": ""Point""}"
Cravant-Bazarnes;755000;1;192+179;cef5dbc0-dfb5-11e3-8eff-01a464e0362d;750960.4936999977;6730479.876699999;3.679118539387428;47.67273387172958;47.67273387172958, 3.6791185393874284;47.67273387171774, 3.6791185393874293;"{""coordinates"": [3.679118539387429, 47.67273387171774], ""type"": ""Point""}"
Onnaing;262000;1;255+612;51e3e564-6665-11e3-afff-01f464e0362d;742969.3027999997;7032925.1492;3.603429673905094;50.392469123954385;50.392469123954385, 3.6034296739050937;50.39246912393965, 3.6034296739050937;"{""coordinates"": [3.603429673905094, 50.39246912393965], ""type"": ""Point""}"
Chaulnes;259000;2;130+466;51e166e2-6665-11e3-afff-01f464e0362d;684601.2775000036;6967321.506299999;2.786241904435371;49.804577077727664;49.804577077727664, 2.7862419044353706;49.80457707771024, 2.78624190443537;"{""coordinates"": [2.78624190443537, 49.80457707771024], ""type"": ""Point""}"
La Châtre;696000;1;298+975;51ea3eda-6665-11e3-afff-01f464e0362d;622430.0601999983;6610508.274099998;1.98682009029761;46.59013980714788;46.59013980714788, 1.98682009029761;46.59013980713284, 1.9868200902976092;"{""coordinates"": [1.986820090297609, 46.59013980713284], ""type"": ""Point""}"
Don-Sainghin;289000;1;018+452;51e151e0-6665-11e3-afff-01f464e0362d;694215.9350000024;7050738.7291;2.918513076765556;50.553817122768756;50.553817122768756, 2.9185130767655556;50.55381712275473, 2.9185130767655556;"{""coordinates"": [2.918513076765556, 50.55381712275473], ""type"": ""Point""}"
Huningue (IE);136000;1;001+777;51dfe518-6665-11e3-afff-01f464e0362d;1043819.4592999965;6730984.261;7.577235651889824;47.589524988164236;47.589524988164236, 7.577235651889824;47.589524988152135, 7.5772356518898265;"{""coordinates"": [7.577235651889827, 47.589524988152135], ""type"": ""Point""}"
Bologne;020000;1;293+488;a4aa2426-9243-11e3-94ff-010c64e0362d;858249.7348999977;6790452.1842;5.129994556225065;48.195214126713175;48.195214126713175, 5.129994556225065;48.19521412670285, 5.129994556225068;"{""coordinates"": [5.129994556225068, 48.19521412670285], ""type"": ""Point""}"
Guignicourt;082000;1;019+495;51e71ae4-6665-11e3-afff-01f464e0362d;770288.2304999977;6924727.456599999;3.968411377352852;49.41812978588142;49.41812978588142, 3.968411377352852;49.41812978586215, 3.968411377352853;"{""coordinates"": [3.968411377352853, 49.41812978586215], ""type"": ""Point""}"
Cognac;579000;1;019+502;51e13db4-6665-11e3-afff-01f464e0362d;443013.46829999983;6514213.169300001;-0.302254018653332;45.67910911364865;45.67910911364865, -0.30225401865333223;45.67910911363098, -0.302254018653335;"{""coordinates"": [-0.302254018653335, 45.67910911363098], ""type"": ""Point""}"
Loison-sous-Lens;286000;1;212+801;cef9224c-dfb5-11e3-8eff-01a464e0362d;689854.3225999996;7037068.890099999;2.857413776544408;50.431059734992516;50.431059734992516, 2.8574137765444076;50.43105973497795, 2.8574137765444076;"{""coordinates"": [2.857413776544408, 50.43105973497795], ""type"": ""Point""}"
;800000;1;674+535;51e6a0d6-6665-11e3-afff-01f464e0362d;834263.2141000032;6376776.918400001;4.688233406192381;44.47713097000802;44.47713097000802, 4.688233406192381;44.477130969986995, 4.688233406192382;"{""coordinates"": [4.688233406192382, 44.477130969986995], ""type"": ""Point""}"
Monnaie;550000;1;220+023;51e1cdf4-6665-11e3-afff-01f464e0362d;533703.309100002;6713111.140000001;0.790867670604102;47.4974262726339;47.4974262726339, 0.7908676706041016;47.49742627262153, 0.7908676706040999;"{""coordinates"": [0.7908676706041, 47.49742627262153], ""type"": ""Point""}"
Gironcourt-Houécourt;030000;1;076+127;51e6ca00-6665-11e3-afff-01f464e0362d;915584.2846999988;6804657.237399999;5.908135545421017;48.306507113901034;48.306507113901034, 5.908135545421017;48.30650711389104, 5.908135545421019;"{""coordinates"": [5.908135545421019, 48.30650711389104], ""type"": ""Point""}"
Gérard;439000;1;006+909;51e0c5ba-6665-11e3-afff-01f464e0362d;384116.14389999956;6790941.0841999985;-1.248983411329812;48.142327492852324;48.142327492852324, -1.2489834113298117;48.142327492841844, -1.2489834113298157;"{""coordinates"": [-1.248983411329816, 48.142327492841844], ""type"": ""Point""}"
Narbonne;677306;2;000+549;51e1a9c6-6665-11e3-afff-01f464e0362d;699157.7498999983;6230847.7905;2.989648469107788;43.176860743824015;43.176860743824015, 2.9896484691077876;43.17686074379975, 2.989648469107787;"{""coordinates"": [2.989648469107787, 43.17686074379975], ""type"": ""Point""}"
Domène;909000;1;010+846;51ea6400-6665-11e3-afff-01f464e0362d;921959.1106000021;6459674.075300001;5.827489169715251;45.20061505371105;45.20061505371105, 5.827489169715251;45.20061505369201, 5.827489169715253;"{""coordinates"": [5.827489169715253, 45.20061505369201], ""type"": ""Point""}"
Chivres-en-Laonnois;228000;1;157+785;51e2689c-6665-11e3-afff-01f464e0362d;760848.0116000026;6949027.724599998;3.841926936066483;49.6374775282422;49.6374775282422, 3.8419269360664834;49.63747752822399, 3.841926936066484;"{""coordinates"": [3.841926936066484, 49.63747752822399], ""type"": ""Point""}"
;687000;1;140+043;51dfee42-6665-11e3-afff-01f464e0362d;635378.4848000035;6752754.544199999;2.135593151125999;47.872001923796034;47.872001923796034, 2.1355931511259993;47.87200192378477, 2.135593151125999;"{""coordinates"": [2.135593151125999, 47.87200192378477], ""type"": ""Point""}"
Maisse;745000;1;065+332;51e43bca-6665-11e3-afff-01f464e0362d;654897.868900001;6809511.727699999;2.39082384723571;48.384338847357455;48.384338847357455, 2.39082384723571;48.38433884733296, 2.3908238472357097;"{""coordinates"": [2.39082384723571, 48.38433884733296], ""type"": ""Point""}"
L'Isle-d'Abeau;905626;1;004+740;cef48ff8-dfb5-11e3-8eff-01a464e0362d;863638.7861000001;6509579.1666;5.101887602606121;45.66616354783258;45.66616354783258, 5.101887602606121;45.666163547814875, 5.101887602606123;"{""coordinates"": [5.101887602606123, 45.666163547814875], ""type"": ""Point""}"
;500000;1;409+352;51e3b6c4-6665-11e3-afff-01f464e0362d;437651.72420000285;6589826.5682;-0.413039378401317;46.357329986229594;46.357329986229594, -0.4130393784013169;46.35732998621389, -0.41303937840131966;"{""coordinates"": [-0.41303937840132, 46.35732998621389], ""type"": ""Point""}"
;947000;1;075+066;51eccb3e-6665-11e3-afff-01f464e0362d;902120.5141000003;6266709.6844;5.497238539892336;43.470714431220564;43.470714431220564, 5.497238539892336;43.47071443119701, 5.497238539892337;"{""coordinates"": [5.497238539892337, 43.47071443119701], ""type"": ""Point""}"
Survilliers-Fosses;272000;1;028+966;51ef6af6-6665-11e3-afff-01f464e0362d;665307.1556999981;6888339.5013;2.525009521790157;49.093948476392;49.093948476392, 2.525009521790157;49.09394847637113, 2.5250095217901567;"{""coordinates"": [2.525009521790157, 49.09394847637113], ""type"": ""Point""}"
St-Sauveur-Châteauneuf;409000;1;023+264;51e1c660-6665-11e3-afff-01f464e0362d;572963.8382000029;6834520.773699999;1.27704183083337;48.59841604459022;48.59841604459022, 1.2770418308333702;48.59841604456685, 1.2770418308333689;"{""coordinates"": [1.277041830833369, 48.59841604456685], ""type"": ""Point""}"
St-Saviol;607000;1;439+185;51ec5f8a-6665-11e3-afff-01f464e0362d;486067.8078000024;6565413.2075;0.227402379986447;46.15473190186709;46.15473190186709, 0.2274023799864472;46.154731901850795, 0.2274023799864448;"{""coordinates"": [0.227402379986445, 46.154731901850795], ""type"": ""Point""}"
Angoulême;610000;2;518+169;51dfd294-6665-11e3-afff-01f464e0362d;479994.7475999966;6511485.012699999;0.173766347985869;45.667480624355456;45.667480624355456, 0.17376634798586882;45.66748062433775, 0.17376634798586685;"{""coordinates"": [0.173766347985867, 45.66748062433775], ""type"": ""Point""}"
St-Yrieix;613000;1;442+190;51e05c2a-6665-11e3-afff-01f464e0362d;559757.3536999971;6493103.0845;1.203330116849872;45.52304547628751;45.52304547628751, 1.2033301168498716;45.523045476269374, 1.2033301168498702;"{""coordinates"": [1.20333011684987, 45.523045476269374], ""type"": ""Point""}"
Calais-Maritime;314611;1;000+056;cef91b68-dfb5-11e3-8eff-01a464e0362d;620026.7110999972;7096223.447700001;1.864182173006465;50.956799831317916;50.956799831317916, 1.8641821730064647;50.956799831305624, 1.8641821730064638;"{""coordinates"": [1.864182173006464, 50.956799831305624], ""type"": ""Point""}"
Luçon;530000;1;113+220;cef48c06-dfb5-11e3-8eff-01a464e0362d;380555.8096999973;6604345.8539;-1.164534941295742;46.463261960478;46.463261960478, -1.1645349412957424;46.46326196046259, -1.1645349412957458;"{""coordinates"": [-1.164534941295746, 46.46326196046259], ""type"": ""Point""}"
La Roche-sur-Yon;525000;1;034+644;cef4ead8-dfb5-11e3-8eff-01a464e0362d;360551.09420000017;6627566.624699999;-1.441812155432658;46.66222919831196;46.66222919831196, -1.4418121554326584;46.66222919829714, -1.4418121554326617;"{""coordinates"": [-1.441812155432662, 46.66222919829714], ""type"": ""Point""}"
Villeneuve-d'Ingré;556000;1;068+260;51ed6922-6665-11e3-afff-01f464e0362d;612830.6511999965;6760132.4472;1.83256226793418;47.935784308753924;47.935784308753924, 1.8325622679341804;47.935784308742846, 1.83256226793418;"{""coordinates"": [1.83256226793418, 47.935784308742846], ""type"": ""Point""}"
Vennecy;686000;1;125+820;51e261d6-6665-11e3-afff-01f464e0362d;625621.3849999979;6761015.504900001;2.003696478614495;47.9453076667512;47.9453076667512, 2.0036964786144953;47.94530766674015, 2.003696478614494;"{""coordinates"": [2.003696478614494, 47.94530766674015], ""type"": ""Point""}"
La Ferté-St-Aubin;590000;2;140+210;51e99042-6665-11e3-afff-01f464e0362d;620240.7765000015;6740135.734200001;1.935402130715382;47.75677550614873;47.75677550614873, 1.9354021307153815;47.75677550613714, 1.9354021307153806;"{""coordinates"": [1.935402130715381, 47.75677550613714], ""type"": ""Point""}"
Loudéac;475000;1;525+610;51e35026-6665-11e3-afff-01f464e0362d;272441.6143999994;6800527.295000002;-2.755893956179396;48.16479608075389;48.16479608075389, -2.755893956179396;48.164796080743486, -2.7558939561794005;"{""coordinates"": [-2.7558939561794, 48.164796080743486], ""type"": ""Point""}"
Bouchain;250000;1;216+957;51e9b57e-6665-11e3-afff-01f464e0362d;723320.2868999988;7017328.574000001;3.326591754793753;50.25348044038797;50.25348044038797, 3.3265917547937525;50.25348044037262, 3.326591754793753;"{""coordinates"": [3.326591754793753, 50.25348044037262], ""type"": ""Point""}"
St-Chély-d'Apcher;722000;1;652+301;51df6e56-6665-11e3-afff-01f464e0362d;721521.9514999986;6410846.362199999;3.272135056930897;44.79643411901308;44.79643411901308, 3.2721350569308973;44.79643411899294, 3.2721350569308973;"{""coordinates"": [3.272135056930897, 44.79643411899294], ""type"": ""Point""}"
Cherbourg;366536;1;003+890;51ef2520-6665-11e3-afff-01f464e0362d;364845.20880000293;6959679.0788;-1.640885015411553;49.647576274115664;49.647576274115664, -1.640885015411553;49.6475762740975, -1.640885015411557;"{""coordinates"": [-1.640885015411557, 49.6475762740975], ""type"": ""Point""}"
Daours;272000;1;134+370;51e93fe6-6665-11e3-afff-01f464e0362d;659941.6422000006;6976774.859499998;2.443010214121347;49.88842197366709;49.88842197366709, 2.443010214121347;49.88842197365006, 2.443010214121347;"{""coordinates"": [2.443010214121347, 49.88842197365006], ""type"": ""Point""}"
Fos-Mole-Central;935902;1;015+731;51e387be-6665-11e3-afff-01f464e0362d;850185.3937000036;6260254.421999998;4.853974505759457;43.42553229602155;43.42553229602155, 4.853974505759457;43.42553229599787, 4.853974505759458;"{""coordinates"": [4.853974505759458, 43.42553229599787], ""type"": ""Point""}"
Richwiller;115000;1;098+824;51eb0cc2-6665-11e3-afff-01f464e0362d;1018980.3178000003;6751499.3456999995;7.261945954304951;47.78639402407557;47.78639402407557, 7.261945954304951;47.78639402406406, 7.261945954304956;"{""coordinates"": [7.261945954304956, 47.78639402406406], ""type"": ""Point""}"
Longueil-Ste-Marie;242000;1;070+685;51ee08dc-6665-11e3-afff-01f464e0362d;678907.6181000024;6915810.5304000005;2.709833342452837;49.34150519224607;49.34150519224607, 2.709833342452837;49.34150519222643, 2.7098333424528365;"{""coordinates"": [2.709833342452836, 49.34150519222643], ""type"": ""Point""}"
;905000;1;009+260;84cc7094-5bb6-11e4-87ff-01ac64e0362d;848300.9226000011;6512718.360599998;4.905931168399722;45.697927114229266;45.697927114229266, 4.9059311683997215;45.69792711421165, 4.905931168399723;"{""coordinates"": [4.905931168399723, 45.69792711421165], ""type"": ""Point""}"
Angers-Maître-École;450000;1;304+680;51edd0ce-6665-11e3-afff-01f464e0362d;434197.0604000017;6713449.3396999985;-0.529771061616748;47.46792470545533;47.46792470545533, -0.5297710616167477;47.467924705442876, -0.5297710616167497;"{""coordinates"": [-0.52977106161675, 47.467924705442876], ""type"": ""Point""}"
Belleville-sur-Saône;776000;1;000+313;51e7c062-6665-11e3-afff-01f464e0362d;833542.693400003;6558839.7062;4.729304305861752;46.11619460887828;46.11619460887828, 4.729304305861752;46.11619460886186, 4.729304305861753;"{""coordinates"": [4.729304305861753, 46.11619460886186], ""type"": ""Point""}"
Paris-Nord;272000;1;002+540;51eded3e-6665-11e3-afff-01f464e0362d;652617.1261000037;6867320.5418;2.35362877583358;48.90413994464815;48.90413994464815, 2.3536287758335797;48.904139944626344, 2.3536287758335797;"{""coordinates"": [2.35362877583358, 48.904139944626344], ""type"": ""Point""}"
Sully-sur-Loire;682000;1;051+422;51e7c8b4-6665-11e3-afff-01f464e0362d;652525.1529999971;6737749.378899999;2.366553289243139;47.73842266140168;47.73842266140168, 2.3665532892431385;47.73842266139002, 2.366553289243138;"{""coordinates"": [2.366553289243138, 47.73842266139002], ""type"": ""Point""}"
Charmont;006000;2;068+065;51e127c4-6665-11e3-afff-01f464e0362d;785478.8841999993;6814374.1351;4.15543005958682;48.424022608506945;48.424022608506945, 4.15543005958682;48.424022608482666, 4.155430059586822;"{""coordinates"": [4.155430059586822, 48.424022608482666], ""type"": ""Point""}"
La Pointe-Bouchemaine;515000;1;350+120;cef21766-dfb5-11e3-8eff-01a464e0362d;427398.60400000215;6708299.9397;-0.616797462761556;47.41884963381971;47.41884963381971, -0.6167974627615563;47.418849633807135, -0.6167974627615588;"{""coordinates"": [-0.616797462761559, 47.418849633807135], ""type"": ""Point""}"
Acquigny;370000;1;066+261;51e1d810-6665-11e3-afff-01f464e0362d;566772.0295000002;6899624.4034;1.17266264623834;49.182486494076564;49.182486494076564, 1.1726626462383403;49.182486494056135, 1.1726626462383387;"{""coordinates"": [1.172662646238339, 49.182486494056135], ""type"": ""Point""}"
Bresles;317000;1;014+430;51df5c5a-6665-11e3-afff-01f464e0362d;645608.9001000002;6924201.628400002;2.250668471883868;49.41495794503389;49.41495794503389, 2.2506684718838676;49.4149579450146, 2.250668471883867;"{""coordinates"": [2.250668471883867, 49.4149579450146], ""type"": ""Point""}"
Gandrange-Amnéville;085000;1;341+931;cef79488-dfb5-11e3-8eff-01a464e0362d;928109.186499998;6911300.8396999985;6.133988504002521;49.260616434890224;49.260616434890224, 6.133988504002521;49.26061643487018, 6.133988504002525;"{""coordinates"": [6.133988504002525, 49.26061643487018], ""type"": ""Point""}"
Civry-St-Cloud;558000;1;030+728;51ef3984-6665-11e3-afff-01f464e0362d;586739.2493999973;6775033.994399998;1.479359913611005;48.06586935103456;48.06586935103456, 1.4793599136110045;48.065869351023856, 1.4793599136110032;"{""coordinates"": [1.479359913611003, 48.065869351023856], ""type"": ""Point""}"
Guignicourt;082611;1;004+706;51e9f8d2-6665-11e3-afff-01f464e0362d;766024.9223000035;6922686.1074;3.909354201919857;49.400238450205784;49.400238450205784, 3.909354201919857;49.400238450186436, 3.9093542019198577;"{""coordinates"": [3.909354201919858, 49.400238450186436], ""type"": ""Point""}"
Guignicourt;082611;1;002+085;51e9fa78-6665-11e3-afff-01f464e0362d;768404.0226999968;6924375.149599999;3.942395865622026;49.415168310791444;49.415168310791444, 3.9423958656220264;49.41516831077216, 3.9423958656220264;"{""coordinates"": [3.942395865622026, 49.41516831077216], ""type"": ""Point""}"
Arcis-sur-Aube;006000;2;053+940;51eaef8c-6665-11e3-afff-01f464e0362d;782934.2490999997;6825862.8202;4.123247495475037;48.527695335638484;48.527695335638484, 4.123247495475037;48.52769533561474, 4.123247495475038;"{""coordinates"": [4.123247495475038, 48.52769533561474], ""type"": ""Point""}"
Rosières-aux-Salines;039000;1;036+940;51e7f0e4-6665-11e3-afff-01f464e0362d;942045.6687999964;6840375.444200002;6.284732651574549;48.61825547527907;48.61825547527907, 6.284732651574549;48.61825547525578, 6.284732651574552;"{""coordinates"": [6.284732651574552, 48.61825547525578], ""type"": ""Point""}"
Issoire;790000;1;452+420;51e21bbc-6665-11e3-afff-01f464e0362d;719682.7595999986;6495895.953699999;3.25231584537356;45.56227897714726;45.56227897714726, 3.25231584537356;45.562278977129246, 3.25231584537356;"{""coordinates"": [3.25231584537356, 45.562278977129246], ""type"": ""Point""}"
Brienne-le-Château;015000;1;208+661;51ee43d6-6665-11e3-afff-01f464e0362d;813543.5285999998;6812269.7894;4.534147519059281;48.40079370045588;48.40079370045588, 4.534147519059281;48.40079370043147, 4.534147519059283;"{""coordinates"": [4.534147519059283, 48.40079370043147], ""type"": ""Point""}"
Pagny-sur-Meuse;026000;1;091+920;51e935f0-6665-11e3-afff-01f464e0362d;900461.8280000016;6845211.519299999;5.723165921756737;48.675950184385165;48.675950184385165, 5.723165921756737;48.67595018436217, 5.723165921756739;"{""coordinates"": [5.723165921756739, 48.67595018436217], ""type"": ""Point""}"
Cazères-sur-Garonne;650000;1;058+468;51e205b2-6665-11e3-afff-01f464e0362d;541493.2212999985;6236052.693100002;1.050716088131373;43.20607967999768;43.20607967999768, 1.0507160881313726;43.2060796799735, 1.050716088131371;"{""coordinates"": [1.050716088131371, 43.2060796799735], ""type"": ""Point""}"
Mouzon;088000;1;131+960;51e9206a-6665-11e3-afff-01f464e0362d;848960.5982000008;6947253.629000001;5.060071693099416;49.60698794088378;49.60698794088378, 5.060071693099416;49.60698794086544, 5.060071693099417;"{""coordinates"": [5.060071693099417, 49.60698794086544], ""type"": ""Point""}"
Clermont-Ferrand;784000;1;003+974;cef1d426-dfb5-11e3-8eff-01a464e0362d;711375.4302999973;6521470.4518;3.146431411879435;45.79276119587239;45.79276119587239, 3.1464314118794348;45.79276119585505, 3.1464314118794348;"{""coordinates"": [3.146431411879435, 45.79276119585505], ""type"": ""Point""}"
Carpentras;927000;1;016+070;51e8ac10-6665-11e3-afff-01f464e0362d;863878.3457000032;6329539.204500001;5.04508316096834;44.045754043397864;44.045754043397864, 5.04508316096834;44.04575404337575, 5.045083160968342;"{""coordinates"": [5.045083160968342, 44.04575404337575], ""type"": ""Point""}"
Bonneval;550000;1;119+435;51df973a-6665-11e3-afff-01f464e0362d;580125.0773999989;6788645.172200002;1.386849119534428;48.187142654789106;48.187142654789106, 1.3868491195344275;48.187142654778754, 1.3868491195344261;"{""coordinates"": [1.386849119534426, 48.187142654778754], ""type"": ""Point""}"
;272000;1;001+407;b01e7a70-aab0-11e7-b8ff-011064e0362d;652751.1537000015;6866198.034600001;2.355581990280709;48.89405558047003;48.89405558047003, 2.3555819902807085;48.894055580448175, 2.355581990280708;"{""coordinates"": [2.355581990280708, 48.894055580448175], ""type"": ""Point""}"
Fains-la-Folie;556000;1;031+575;51e1e806-6665-11e3-afff-01f464e0362d;599575.2514000013;6792351.9043000005;1.647678859812203;48.223775663894926;48.223775663894926, 1.6476788598122034;48.22377566388469, 1.6476788598122023;"{""coordinates"": [1.647678859812202, 48.22377566388469], ""type"": ""Point""}"
Carquefou;457000;1;384+755;51e25602-6665-11e3-afff-01f464e0362d;360335.5851000026;6695354.127999999;-1.495067537511673;47.271463510743956;47.271463510743956, -1.495067537511673;47.27146351073093, -1.495067537511677;"{""coordinates"": [-1.495067537511677, 47.27146351073093], ""type"": ""Point""}"
Villeneuve-d'Ingré;556000;1;068+370;51ed5b06-6665-11e3-afff-01f464e0362d;612912.7586999983;6760059.732700001;1.833676136830548;47.93514090757025;47.93514090757025, 1.833676136830548;47.935140907559166, 1.8336761368305472;"{""coordinates"": [1.833676136830547, 47.935140907559166], ""type"": ""Point""}"
Gandrange-Amnéville;085000;1;341+850;51f14a84-6665-11e3-afff-01f464e0362d;928030.0930999964;6911281.225299999;6.13289229498392;49.26046845405164;49.26046845405164, 6.13289229498392;49.260468454031596, 6.132892294983922;"{""coordinates"": [6.132892294983922, 49.260468454031596], ""type"": ""Point""}"
Albertville;898000;1;042+790;51e0c182-6665-11e3-afff-01f464e0362d;964576.6644999981;6515824.686299998;6.40055900139767;45.690707479580425;45.690707479580425, 6.40055900139767;45.69070747956279, 6.400559001397673;"{""coordinates"": [6.400559001397673, 45.69070747956279], ""type"": ""Point""}"
Lorient;470000;1;614+550;51e62cf6-6665-11e3-afff-01f464e0362d;227375.85880000144;6761262.591699999;-3.317897647031882;47.78149749095969;47.78149749095969, -3.3178976470318817;47.781497490948155, -3.3178976470318875;"{""coordinates"": [-3.317897647031887, 47.781497490948155], ""type"": ""Point""}"
St-Dizier;019000;1;026+535;51f0aa04-6665-11e3-afff-01f464e0362d;844478.4752999991;6840207.885499999;4.961347870534516;48.645897990178774;48.645897990178774, 4.961347870534516;48.64589799015563, 4.961347870534518;"{""coordinates"": [4.961347870534518, 48.64589799015563], ""type"": ""Point""}"
Malause;640000;1;168+238;cef5662a-dfb5-11e3-8eff-01a464e0362d;537475.0411000028;6334308.768599998;0.970269019166256;44.088981278695805;44.088981278695805, 0.9702690191662561;44.08898127867379, 0.970269019166255;"{""coordinates"": [0.970269019166255, 44.08898127867379], ""type"": ""Point""}"
