GARE;CODE_LIGNE;RG_TRONCON;PK;IDGAIA;X_L93;Y_L93;X_WGS84;Y_WGS84;C_GEO;Geo Point;Geo Shape
La Selle-en-Luitré;439000;1;030+434;51f0fc62-6665-11e3-afff-01f464e0362d;392352.2298000008;6809424.6609000005;-1.151464619447294;48.31234276614093;48.31234276614093, -1.151464619447294;48.31234276613095, -1.151464619447297;"{""coordinates"": [-1.151464619447297, 48.31234276613095], ""type"": ""Point""}"
Étais (GS);753000;1;244+018;51e72186-6665-11e3-afff-01f464e0362d;726062.389700003;6711055.7674;3.346188565542344;47.499351608370844;47.499351608370844, 3.346188565542344;47.499351608358495, 3.3461885655423442;"{""coordinates"": [3.346188565542344, 47.499351608358495], ""type"": ""Point""}"
Castelsarrasin;649000;1;190+510;51e9548a-6665-11e3-afff-01f464e0362d;551253.0182999969;6326906.9034;1.144444028776128;44.025433609535526;44.025433609535526, 1.1444440287761277;44.02543360951333, 1.1444440287761266;"{""coordinates"": [1.144444028776127, 44.02543360951333], ""type"": ""Point""}"
Viry;892000;1;152+583;51e6606a-6665-11e3-afff-01f464e0362d;934069.2239999995;6562851.317200001;6.032057123806832;46.12501447162645;46.12501447162645, 6.0320571238068315;46.125014471610065, 6.032057123806834;"{""coordinates"": [6.032057123806834, 46.125014471610065], ""type"": ""Point""}"
Lieusaint-Moissy;830000;1;036+211;51e0929e-6665-11e3-afff-01f464e0362d;669728.7814000025;6831191.0911;2.589612665721559;48.58022464445239;48.58022464445239, 2.589612665721559;48.58022464442891, 2.5896126657215586;"{""coordinates"": [2.589612665721559, 48.58022464442891], ""type"": ""Point""}"
Civaux;604000;1;371+476;51e183b4-6665-11e3-afff-01f464e0362d;520945.84839999676;6595085.3013;0.667785877411188;46.43193337133048;46.43193337133048, 0.6677858774111879;46.43193337131498, 0.6677858774111863;"{""coordinates"": [0.667785877411186, 46.43193337131498], ""type"": ""Point""}"
Bailleau-le-Pin;500000;1;102+725;51e2e500-6665-11e3-afff-01f464e0362d;576010.2300999984;6808821.299199998;1.325736060627052;48.36786578949448;48.36786578949448, 1.3257360606270518;48.367865789469896, 1.3257360606270503;"{""coordinates"": [1.32573606062705, 48.367865789469896], ""type"": ""Point""}"
Lasserre;643000;1;142+685;51e7d2f8-6665-11e3-afff-01f464e0362d;489126.52419999987;6332945.687100001;0.367420775909823;44.06387350951401;44.06387350951401, 0.36742077590982347;44.06387350949193, 0.3674207759098223;"{""coordinates"": [0.367420775909822, 44.06387350949193], ""type"": ""Point""}"
Villefranche-sur-Saône;830000;1;475+328;51e960fe-6665-11e3-afff-01f464e0362d;833311.9572999999;6545870.658399999;4.722654091614868;45.99948285505545;45.99948285505545, 4.722654091614868;45.99948285503871, 4.722654091614869;"{""coordinates"": [4.722654091614869, 45.99948285503871], ""type"": ""Point""}"
Alland'huy;210000;1;005+625;51e92b42-6665-11e3-afff-01f464e0362d;812074.2945000008;6935870.918400001;4.547015908085743;49.512290647431655;49.512290647431655, 4.547015908085743;49.51229064741285, 4.547015908085744;"{""coordinates"": [4.547015908085744, 49.51229064741285], ""type"": ""Point""}"
Carpentras;926000;1;023+316;51e93bc4-6665-11e3-afff-01f464e0362d;863991.0481999964;6328662.264899999;5.0462054528253;44.03783785385169;44.03783785385169, 5.0462054528253;44.037837853829544, 5.046205452825302;"{""coordinates"": [5.046205452825302, 44.037837853829544], ""type"": ""Point""}"
Montbrison;784000;1;115+542;51e170fa-6665-11e3-afff-01f464e0362d;785915.3165000007;6497671.622200001;4.101609429584636;45.57315491831179;45.57315491831179, 4.101609429584636;45.57315491829382, 4.101609429584637;"{""coordinates"": [4.101609429584637, 45.57315491829382], ""type"": ""Point""}"
Suippes;085000;1;202+438;cef221a6-dfb5-11e3-8eff-01a464e0362d;812864.1599999964;6892191.3913;4.546111958380947;49.119584253601566;49.119584253601566, 4.546111958380947;49.11958425358083, 4.546111958380947;"{""coordinates"": [4.546111958380947, 49.11958425358083], ""type"": ""Point""}"
Alixan-Châteauneuf-d'Isère;908000;1;011+156;51e8d33e-6665-11e3-afff-01f464e0362d;856289.3614000008;6435101.75;4.983502512490846;44.99747626245836;44.99747626245836, 4.983502512490846;44.99747626243876, 4.983502512490848;"{""coordinates"": [4.983502512490848, 44.99747626243876], ""type"": ""Point""}"
Nanteuil-le-Haudouin;229000;1;047+655;51e7bb5a-6665-11e3-afff-01f464e0362d;684541.3422999978;6893024.313099999;2.78817661737762;49.13682145149383;49.13682145149383, 2.7881766173776197;49.13682145147318, 2.7881766173776197;"{""coordinates"": [2.78817661737762, 49.13682145147318], ""type"": ""Point""}"
Fontenay-le-Comte;529000;1;002+389;51df9164-6665-11e3-afff-01f464e0362d;410593.693400003;6601602.813499998;-0.771856213151343;46.45218016749963;46.45218016749963, -0.7718562131513429;46.45218016748419, -0.7718562131513453;"{""coordinates"": [-0.771856213151345, 46.45218016748419], ""type"": ""Point""}"
La Rue-St-Pierre;317000;1;018+755;51ebf0ca-6665-11e3-afff-01f464e0362d;649931.6677000001;6923819.4509;2.31026490600633;49.41187702561791;49.41187702561791, 2.31026490600633;49.41187702559859, 2.3102649060063296;"{""coordinates"": [2.31026490600633, 49.41187702559859], ""type"": ""Point""}"
Pagny-sur-Meuse;026000;1;092+540;51e935f0-6665-11e3-afff-01f464e0362d;900552.7004000023;6845758.93;5.72465588731049;48.680842808918264;48.680842808918264, 5.72465588731049;48.68084280889531, 5.724655887310493;"{""coordinates"": [5.724655887310493, 48.68084280889531], ""type"": ""Point""}"
Le Mans;430000;1;004+600;910458b2-97f6-11e4-98ff-01a064e0362d;489235.9118999988;6773854.326900002;0.171706909817454;48.03109735602555;48.03109735602555, 0.17170690981745418;48.03109735601474, 0.1717069098174522;"{""coordinates"": [0.171706909817452, 48.03109735601474], ""type"": ""Point""}"
Luc-Primaube;736000;1;480+990;51df3dbc-6665-11e3-afff-01f464e0362d;660967.5737000033;6353969.127900001;2.510912104389411;44.283654993246664;44.283654993246664, 2.510912104389411;44.28365499322515, 2.5109121043894107;"{""coordinates"": [2.510912104389411, 44.28365499322515], ""type"": ""Point""}"
Grenade-sur-l'Adour;652000;1;170+667;51e0a032-6665-11e3-afff-01f464e0362d;433233.95180000365;6301718.0031;-0.313266074359197;43.764104571344596;43.764104571344596, -0.31326607435919707;43.764104571321745, -0.31326607435919945;"{""coordinates"": [-0.313266074359199, 43.764104571321745], ""type"": ""Point""}"
Coolus;006000;2;000+950;51e7d644-6665-11e3-afff-01f464e0362d;799095.4671000019;6870100.700800002;4.352353673083829;48.92325394254434;48.92325394254434, 4.352353673083829;48.92325394252262, 4.35235367308383;"{""coordinates"": [4.35235367308383, 48.92325394252262], ""type"": ""Point""}"
Dijon-Porte-Neuve;849000;1;323+574;cef9ed16-dfb5-11e3-8eff-01a464e0362d;855463.3680000007;6695024.371399999;5.059023260442405;47.33730500822471;47.33730500822471, 5.059023260442405;47.33730500821187, 5.059023260442407;"{""coordinates"": [5.059023260442407, 47.33730500821187], ""type"": ""Point""}"
Salaise;830000;1;567+100;51e0a3a0-6665-11e3-afff-01f464e0362d;841116.8405999988;6472675.285100002;4.801894489916169;45.33897015683094;45.33897015683094, 4.801894489916169;45.338970156812294, 4.80189448991617;"{""coordinates"": [4.80189448991617, 45.338970156812294], ""type"": ""Point""}"
Bourganeuf;703000;1;447+032;51dfc362-6665-11e3-afff-01f464e0362d;603992.2971000001;6541522.1624;1.760178170422411;45.96663282217107;45.96663282217107, 1.7601781704224113;45.9666328221542, 1.7601781704224104;"{""coordinates"": [1.76017817042241, 45.9666328221542], ""type"": ""Point""}"
Blois-Chambord;591000;1;178+281;cef44b8e-dfb5-11e3-8eff-01a464e0362d;574135.0313000008;6723394.9716;1.324889765271152;47.59891801709469;47.59891801709469, 1.3248897652711515;47.59891801708263, 1.3248897652711502;"{""coordinates"": [1.32488976527115, 47.59891801708263], ""type"": ""Point""}"
Cusset;786000;1;003+332;51e61044-6665-11e3-afff-01f464e0362d;735193.427699998;6560018.008000001;3.455891417922223;46.13905871353749;46.13905871353749, 3.4558914179222233;46.13905871352114, 3.4558914179222238;"{""coordinates"": [3.455891417922224, 46.13905871352114], ""type"": ""Point""}"
Petit-Quevilly;365502;1;000+394;51ee4152-6665-11e3-afff-01f464e0362d;558459.0067000017;6926699.2269;1.049515991640897;49.42401318382728;49.42401318382728, 1.0495159916408965;49.42401318380806, 1.049515991640895;"{""coordinates"": [1.049515991640895, 49.42401318380806], ""type"": ""Point""}"
Castelsarrasin;649000;1;208+248;51e7594c-6665-11e3-afff-01f464e0362d;541572.3040999994;6313141.012600001;1.028017650229808;43.8994695567403;43.8994695567403, 1.0280176502298077;43.89946955671778, 1.0280176502298066;"{""coordinates"": [1.028017650229807, 43.89946955671778], ""type"": ""Point""}"
;830000;1;580+463;51e1ffba-6665-11e3-afff-01f464e0362d;842137.5222999975;6459709.1943;4.811126076442373;45.22203931125635;45.22203931125635, 4.811126076442373;45.222039311237396, 4.811126076442374;"{""coordinates"": [4.811126076442374, 45.222039311237396], ""type"": ""Point""}"
Thann;130000;1;013+740;51f27256-6665-11e3-afff-01f464e0362d;1007897.0621000007;6753289.4186;7.115378989511263;47.80777135177885;47.80777135177885, 7.115378989511263;47.80777135176739, 7.1153789895112665;"{""coordinates"": [7.115378989511266, 47.80777135176739], ""type"": ""Point""}"
Sète;731000;1;000+636;91045bae-97f6-11e4-98ff-01a064e0362d;756824.1145000011;6257455.945300002;3.701273030562438;43.41394832131631;43.41394832131631, 3.701273030562438;43.413948321292615, 3.701273030562438;"{""coordinates"": [3.701273030562438, 43.413948321292615], ""type"": ""Point""}"
Deluz;852000;1;421+081;cef94854-dfb5-11e3-8eff-01a464e0362d;941175.9610999972;6692619.744600002;6.191933509081933;47.29001724954797;47.29001724954797, 6.191933509081933;47.290017249535005, 6.1919335090819345;"{""coordinates"": [6.191933509081935, 47.290017249535005], ""type"": ""Point""}"
;830900;1;318+256;51e366dc-6665-11e3-afff-01f464e0362d;853085.0402999967;6689641.982299998;5.025709218992541;47.289420798216476;47.289420798216476, 5.025709218992541;47.289420798203494, 5.025709218992543;"{""coordinates"": [5.025709218992543, 47.289420798203494], ""type"": ""Point""}"
Exideuil-sur-Vienne;610000;2;458+020;51e6de0e-6665-11e3-afff-01f464e0362d;520461.7771999985;6534334.620900001;0.684679694368581;45.88499256208763;45.88499256208763, 0.6846796943685809;45.88499256207055, 0.6846796943685789;"{""coordinates"": [0.684679694368579, 45.88499256207055], ""type"": ""Point""}"
La Verrière;420000;1;031+136;cef64554-dfb5-11e3-8eff-01a464e0362d;623375.0666000023;6851468.451900002;1.957616703352704;48.75877114765449;48.75877114765449, 1.9576167033527037;48.75877114763193, 1.9576167033527028;"{""coordinates"": [1.957616703352703, 48.75877114763193], ""type"": ""Point""}"
Versailles-Matelots;990000;1;004+272;cef97ad0-dfb5-11e3-8eff-01a464e0362d;632616.8113999963;6855861.238699999;2.082632405882114;48.79930751411991;48.79930751411991, 2.0826324058821144;48.799307514097556, 2.0826324058821135;"{""coordinates"": [2.082632405882114, 48.799307514097556], ""type"": ""Point""}"
;040000;1;013+178;51ece856-6665-11e3-afff-01f464e0362d;928727.5046999976;6838584.054099999;6.103232245835862;48.60699935654212;48.60699935654212, 6.103232245835862;48.60699935651878, 6.103232245835865;"{""coordinates"": [6.103232245835865, 48.60699935651878], ""type"": ""Point""}"
L'Hospitalet-près-l'Andorre;672000;1;144+210;cef4a480-dfb5-11e3-8eff-01a464e0362d;601255.4023000002;6166139.2665;1.798590322044133;42.588215315963964;42.588215315963964, 1.7985903220441328;42.58821531593839, 1.798590322044132;"{""coordinates"": [1.798590322044132, 42.58821531593839], ""type"": ""Point""}"
Clairvaux;001000;1;235+822;51e436c0-6665-11e3-afff-01f464e0362d;836149.3306000009;6785261.691199999;4.831025312518747;48.15351154393085;48.15351154393085, 4.831025312518747;48.1535115439204, 4.831025312518748;"{""coordinates"": [4.831025312518748, 48.1535115439204], ""type"": ""Point""}"
Vitry-sur-Seine;570606;1;007+790;51ee6bfe-6665-11e3-afff-01f464e0362d;656655.8592000008;6853257.075599998;2.410153866640126;48.777950698964816;48.777950698964816, 2.4101538666401257;48.77795069894236, 2.410153866640125;"{""coordinates"": [2.410153866640125, 48.77795069894236], ""type"": ""Point""}"
Châteaudun;558000;1;020+722;51e3ddcc-6665-11e3-afff-01f464e0362d;577187.5410000011;6777601.458000001;1.350434405534856;48.0872431379811;48.0872431379811, 1.3504344055348556;48.08724313797046, 1.3504344055348547;"{""coordinates"": [1.350434405534855, 48.08724313797046], ""type"": ""Point""}"
Tiercelet-Villers-la-Montagne;220000;1;362+830;51e1edea-6665-11e3-afff-01f464e0362d;910060.3536999971;6934084.510200001;5.89772917188;49.47145790649362;49.47145790649362, 5.89772917188;49.47145790647461, 5.897729171880003;"{""coordinates"": [5.897729171880003, 49.47145790647461], ""type"": ""Point""}"
Trémentines;523000;1;031+415;cef13b06-dfb5-11e3-8eff-01a464e0362d;411732.30680000037;6677906.947299998;-0.804923069355448;47.13891405883469;47.13891405883469, -0.8049230693554482;47.13891405882127, -0.8049230693554514;"{""coordinates"": [-0.804923069355451, 47.13891405882127], ""type"": ""Point""}"
Longueil-Ste-Marie;232000;1;075+840;51ee26b2-6665-11e3-afff-01f464e0362d;680331.4437000006;6914837.978100002;2.729466507479162;49.332808428081485;49.332808428081485, 2.729466507479162;49.3328084280618, 2.729466507479162;"{""coordinates"": [2.729466507479162, 49.3328084280618], ""type"": ""Point""}"
Brive-la-Gaillarde;613000;1;498+311;51e10620-6665-11e3-afff-01f464e0362d;579730.1889000013;6452123.383499999;1.46931106731365;45.15791679481744;45.15791679481744, 1.46931106731365;45.15791679479829, 1.4693110673136494;"{""coordinates"": [1.469311067313649, 45.15791679479829], ""type"": ""Point""}"
Châteauroux;696000;1;265+303;51e31db8-6665-11e3-afff-01f464e0362d;603197.4186000004;6634458.8048;1.730623204015675;46.80326862787986;46.80326862787986, 1.7306232040156748;46.80326862786546, 1.730623204015674;"{""coordinates"": [1.730623204015674, 46.80326862786546], ""type"": ""Point""}"
Beaune-la-Rolande;684000;1;114+310;51f1421a-6665-11e3-afff-01f464e0362d;656632.1519000009;6775135.8477;2.41767127465272;48.07516092928624;48.07516092928624, 2.41767127465272;48.07516092927558, 2.4176712746527196;"{""coordinates"": [2.41767127465272, 48.07516092927558], ""type"": ""Point""}"
Tournon-St-Martin;598000;1;330+807;51e3a008-6665-11e3-afff-01f464e0362d;544022.0344000012;6628725.439199999;0.956879378190159;46.740481082709344;46.740481082709344, 0.9568793781901591;46.74048108269474, 0.9568793781901579;"{""coordinates"": [0.956879378190158, 46.74048108269474], ""type"": ""Point""}"
Montières;305000;1;007+887;51ea1026-6665-11e3-afff-01f464e0362d;648949.8584999964;6981873.519900002;2.289544920216274;49.933429733718235;49.933429733718235, 2.2895449202162736;49.9334297337014, 2.2895449202162728;"{""coordinates"": [2.289544920216273, 49.9334297337014], ""type"": ""Point""}"
St-Mihiel;088000;1;016+500;51f18e4c-6665-11e3-afff-01f464e0362d;885976.4532999992;6868905.969300002;5.536867524071766;48.893273188833156;48.893273188833156, 5.5368675240717655;48.89327318881127, 5.536867524071768;"{""coordinates"": [5.536867524071768, 48.89327318881127], ""type"": ""Point""}"
Clérac-Charente;580000;1;054+170;cef79828-dfb5-11e3-8eff-01a464e0362d;446613.4562000036;6459582.372900002;-0.227370610827167;45.188943150740585;45.188943150740585, -0.22737061082716675;45.18894315072152, -0.22737061082716953;"{""coordinates"": [-0.22737061082717, 45.18894315072152], ""type"": ""Point""}"
Bagnac;720000;1;249+595;51e3acb0-6665-11e3-afff-01f464e0362d;631567.5420999974;6395978.893100001;2.136789595215609;44.6595491740784;44.6595491740784, 2.1367895952156086;44.65954917405789, 2.1367895952156086;"{""coordinates"": [2.136789595215609, 44.65954917405789], ""type"": ""Point""}"
Meaux;070000;1;040+035;51e072c0-6665-11e3-afff-01f464e0362d;689024.9038999975;6869348.359299999;2.850228113445025;48.92402597919279;48.92402597919279, 2.8502281134450254;48.92402597917108, 2.8502281134450254;"{""coordinates"": [2.850228113445025, 48.92402597917108], ""type"": ""Point""}"
Alès;805000;1;762+145;51e642f0-6665-11e3-afff-01f464e0362d;788328.7119999975;6338443.899;4.104007112574768;44.1394434391275;44.1394434391275, 4.1040071125747675;44.139443439105584, 4.104007112574768;"{""coordinates"": [4.104007112574768, 44.139443439105584], ""type"": ""Point""}"
St-Saviol;607000;1;439+214;51df513a-6665-11e3-afff-01f464e0362d;486039.8408000022;6565413.0614;0.227040287277091;46.154721745520334;46.154721745520334, 0.2270402872770908;46.15472174550404, 0.22704028727708922;"{""coordinates"": [0.227040287277089, 46.15472174550404], ""type"": ""Point""}"
Giromagny;055000;1;442+495;51e04c2a-6665-11e3-afff-01f464e0362d;987008.0279000029;6743909.888099998;6.830551840740812;47.73291470452736;47.73291470452736, 6.830551840740812;47.732914704515686, 6.8305518407408155;"{""coordinates"": [6.830551840740815, 47.732914704515686], ""type"": ""Point""}"
Auneuil;332000;1;012+082;51ec7f46-6665-11e3-afff-01f464e0362d;626785.8633999974;6919834.897599999;1.992140947018233;49.37382772978682;49.37382772978682, 1.9921409470182334;49.373827729767335, 1.9921409470182325;"{""coordinates"": [1.992140947018233, 49.373827729767335], ""type"": ""Point""}"
Estissac;006000;3;110+610;a4a9cff2-9243-11e3-94ff-010c64e0362d;759310.1297999993;6797159.354200002;3.799377317777597;48.27206763757544;48.27206763757544, 3.7993773177775965;48.27206763756534, 3.7993773177775974;"{""coordinates"": [3.799377317777597, 48.27206763756534], ""type"": ""Point""}"
Caen;366000;1;230+500;51e152ba-6665-11e3-afff-01f464e0362d;462763.82630000263;6897988.7546;-0.251717288165716;49.13771809210763;49.13771809210763, -0.2517172881657158;49.13771809208699, -0.2517172881657186;"{""coordinates"": [-0.251717288165719, 49.13771809208699], ""type"": ""Point""}"
La Mothe-Achard;525000;1;017+573;cef5af66-dfb5-11e3-8eff-01a464e0362d;344388.86150000244;6622264.429299999;-1.648743191801623;46.606193439932774;46.606193439932774, -1.648743191801623;46.60619343991779, -1.648743191801627;"{""coordinates"": [-1.648743191801627, 46.60619343991779], ""type"": ""Point""}"
